SENTIMIENTO DEFINITIVO,TWEET
POSITIVO,1261507700644614158-Gracias a todo el personal de hospitales!Gracias por la Donación Marlene Alcantara @xrclmam#clinicatroncoso #imss #drakarenalcantara #heroessincapa #donacion #mexicosolidario #covid #cdmx #quedatencasa #tuchoferprivado #15mayo2020 #heroes #volveremosaabrazarnos https://t.co/bHl3QHA9eD
POSITIVO,1271839528219623424-La “#nuevanormalidad” espacios  comunes de #casa convertidos en “#salóndeclases” y “#oficina”...Buen sábado... #quedateencasa #médicocreoenti #covid19 #coronavirus #sanadistancia #prevencionesvida#Ánimo !!! https://t.co/djrtNSqJNs
POSITIVO,1333541475951505408-El día de hoy en el @CongresoNL entregamos un donativo al Patronato de #Bomberos para paliar la crisis que enfrenta esa organización que tiene el noble fin de salvaguardar la vida de los ciudadanos. 👨‍🚒👨‍🚒👨‍🚒🚒🚒🚒 https://t.co/EwaEUlGpGj
POSITIVO,1263343327535120385-La cuarentena no es tan aburrida contigo ❤️
NEUTRO,1417291124985810944-Este pequeño es MAYIN
NEUTRO,"1284194953967677440-""Reunión  del plan de contingencia general de actuación y prevención"
NEUTRO,1254431774983229444-@KaryRomanova Nah te creas
NEGATIVO,1300670924014850048-Me hubiera encantado poder hacer más cosas antes de la Pandemia.Y a ti?Buenas noches
NEUTRO,1368610496480501760-Acaba de publicar una foto en Laromabrewing https://t.co/KPzPcrkybF
POSITIVO,1407810830268313600-Imperdible la conferencia “La Magia del Servicio en Época de COVID 19” con el modelo Disney
NEUTRO,"1260705804249780224-""@MateTamayo @REobservatorio @emoctezumab Dudo que regresemos"
NEGATIVO,1312236794394497029-@blancasmadrigal @Javier_Corral Aquí uno de los gobernadores aliancistas que invocan al pueblo pero son repudiados por éste: @nachoperaltacol. El peor evaluado. Frívolo. Indolente y criminal durante la pandemia.          👇🏻👇🏻👇🏻 https://t.co/XG7HhgH0ff
NEUTRO,1296314305084903425-@HLGatell Hay Pruebas de Sobra
NEGATIVO,1335687703254405121-🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 oíste marchelo????Ubícate
NEGATIVO,1414231696359182337-Fuman marihuana de la más culera que viene en sobrecitos de $40 y le tienen miedo a lo que le pueda pasar a su cuerpo con la vacuna de AstraZeneca. No mamen.
NEUTRO,1452098278007443457-@fvreporter @CDCgov @WHO Y que pasara con los que les pusieron cansino y ahora se pusieron Pfizer
NEUTRO,"1245531347273334784-""#DeTripEnCuarentena yo les compartiré en cuanto la contingencia pase y puedan coincidir en casa"
NEGATIVO,1337218829341036544-@RaulOrvananos @PumasMX @clubleonfc Puro pelado sin cerebro 🧠 #COVID__19 les vale #3kilos de .....
NEGATIVO,1250151441567592448-México está atravesando por una situación grave tanto económica como en cuestión de salud
NEUTRO,1266159185378422786-#ViernesDeGanarSeguidores#SIGUEMEYTESIGO#follobackinstantly#follobackforfolloback#CadenaDeSeguidores#JuevesDeGanarSeguidores #YoMeQuedoEnCasa#FelizJueves 2078
NEUTRO,"1253161613311410176-""Hoy pasó por mi casa una señora vendiendo panes. Me dijo “soy panadera profesional”"
NEGATIVO,"1332742896496365571-""@GustavoMadero @lopezobrador_ Esque aqui se ve """"CLARAMENTE"""" que vamos a la baja"
NEUTRO,1330704887986925569-@lopezdoriga JOAQUÍN TE ENVIÉ ALGO QUE OJALÁ VIERAN LOS QUE DICEN DE FIESTAS
NEGATIVO,1291021484580888576-Tragedia en #Beirut Estado de Emergencia por 2 semanas.  🙏🏼🙏🏽 @CENTROLIBANESAC #QuedateEnCasa
NEUTRO,"1354089576646717440-""@d2pi_R3 Pimienta el dinero para comprar vacunas sale de algo que te descuentan quincenalmente ya seas empleado o dueño de una empresa o también lo pagas cuando compras o contratas cualquier bien servicio se llama """"impuesto"""" lean"
NEGATIVO,1274460098736410625-La ausencia de resultados de @lopezobrador_ respecto al manejo de medidas y cifras del #Covid19
NEUTRO,1260750775585853440-@PolloVenenoso No mames
NEUTRO,1372924270851063814-Cierre vial por evento sobre Av. Central al cruce con calle central. #Tuxtla#UsaCubrebocas #QuédateEnCasa
NEGATIVO,1244896758020235265-Ugggh maldita cuarentena
POSITIVO,1271857584912216066-Puede que muchos ya lo hayan visto. ( Calzada independencia y Obregón..).Pero que bonito y emotivo mensaje para los verdaderos héroes de esta contingencia que nos aqueja... Nuestro reconocimiento y gratitud https://t.co/lAEQP7IJ9y
NEUTRO,1260407945499684868-Hoy 12 de mayo se registra un total de 38
POSITIVO,1279833618278465536-La música ha sido fundamental en estos meses de cuarentena. He revisitado discos que escuchaba de adolescente como el rubber soul y el the bends de @radiohead 🐟 y tú qué escuchas estos días? te ayuda la música? en… https://t.co/WMitPMi4b3
NEGATIVO,1245204261463416832-La instrucción ya debería ser:#Emergencia sanitaria#Quédate en casa#Y cállate
NEUTRO,1254547386246062082-#PorTiPorMiQuedateEnCasa hagamos conciencia
NEGATIVO,1339282444852322310-Me dieron más ganas de llorar por la gastadera de dinero que por la prueba del COVID
NEUTRO,1248619343396536324-Para esta cuarentena yo te curo el aburrimiento ! 1️⃣packs 2️⃣videos 3️⃣ chats vip 4️⃣ videollamadas 🔥 todo el contenido en tu celular 📲📲9983290813 #FelizViernesATodos https://t.co/5Qkhi15lmz
NEUTRO,1257119216504721410-Mi mente juega con navajas en plena cuarentena... en Los Abuelos Campeche https://t.co/IxER3dCnJv
NEGATIVO,"1354595835816906754-""La fantástica historia de Morena y el avión con millones de vacunas Covid-19 que no existieron https://t.co/JVvPuJoSBO vía @eldebate"""
POSITIVO,1285616066346049536-#SNTEsalud ⚕️Haz del confinamiento un momento divertido 😄 un hecho histórico que nos ha tocado vivir 🤓 y plásmalo en una foto 📷 video 📹 o selfie 🤳 en tiempos del #Coronavirus 🦠 #COVID19 😅#QuédateEnCasa #BuenMartes México #ReactorEnCasa #Saturno #vacuna CDMX #Saturno https://t.co/nDJl48wCd1
POSITIVO,1252586996519907329-Hola María @Marialadelradio buen día
NEGATIVO,1406000810576822274-Reflexión: Bajo la aplicación de la vacuna porque pasaron las elecciones
NEUTRO,1330741260823515137-A ver espera
NEUTRO,1249476645922070528-#QuédateEnCasa  y sigue la transmisión de la #ConferenciaDePrensa sobre el #Coronavirus #COVID19.⏰ 19:00 hrs (horario CDMX)📲 Facebook
NEGATIVO,1258580496415522816-En esta fotos se aprecian 2 de las cosa que más extraño de esta pinshi cuarentena
NEGATIVO,1248512597554417665-Me desvela esta cuarentena.
NEGATIVO,1245346423647932416-Los nuevos protocolos implementados por el gobierno para contener la pandemia por coronavirus deja de lado procedimientos clave
NEUTRO,1306394631492567040-@Joorge_Medina Muchas gracias
POSITIVO,"1280977916877250568-""El DIF Hermosillo realiza jornada de detección  oportuna de COVID-19 en el Consejo municipal para la integración social de personas con discapacidad.   #radiosonora https://t.co/Qe6kZemQCc"""
NEGATIVO,1292692818855473157-En terapia intensiva antros por el Covid: La industria del entretenimiento y espectáculo nocturno se enfrenta a la incertidumbre de si podrá recuperarse
NEUTRO,"1256667268085362695-""Amparos """"Urgentes"""" Atendibles dentro de la #EmergenciaSanitaria #COVID19 (@ Poder Judicial de la Federacion in Boca del Río"
NEUTRO,1459170603647307789-¿Se acuerdan cuando decían que la pandemia nos haría mejores personas? 😂😂🤡🤡
POSITIVO,"1308051523528777728-""Acuario Inbursa cumple con medidas sanitarias tras reabrir por COVID-19 - Uno TV https://t.co/RgQcnD1nXp"""
POSITIVO,1350192203050545154-Y q persigo al del pan 🤭 para apapacharnos x la  postvacuna ☕🍩 @drayeriRecién hechecito 🐖🤭#felizviernes https://t.co/yRgaNjWaoh
POSITIVO,1245940547099004930-Esta chido saludarse con el codo la neta 👍🏽 #coronavirus #COVID19mx
NEGATIVO,1265440631842897923-@HLGatell @CCuapio @covidmx oye Gatell ya vas arriba más de 1000 muertes de lo que habías pronosticado..... ya se aplano la curva????
NEUTRO,1261441521909293058-Lo que todos necesitábamos esta cuarentena ❤️ https://t.co/1uvXhO6Owk
NEGATIVO,1362067876467929091-La temporada de #influenza continúa. Es importante que los niños en edad escolar
NEGATIVO,1276699323711885314-@hdemauleon @HLGatell Que pinche gueva siempre con lo mismo 🤮
NEGATIVO,1373984388808081409-@VioletaEnAmor De la indiferencia del gobierno
NEGATIVO,1390065250934804480-@FinanzasEc @Lenin La violencia la genera el propio estado.¿Para que aumentan impuestos en este momento de crisis global?¿Por que no se bajan los sueldos los grandes burocratas?¿Por que no hay transparencia en lo que se gasto de la mega deuda que solicitaron al FMI?.son consecuencias señores
NEGATIVO,"1287985767348920320-""Coronavirus. Gobernador de Durango da positivo a Covid-19 https://t.co/4MEipcEUVh"""
NEGATIVO,1257426349859524609-Desquiciado @HLGatell ...!!!
NEUTRO,1344720397103673344-#INECorrupto #AMLOLujoDePresidente #YoCreoEnLopezObrador #QuedateEnCasa 🔴🔴🔴🍀💉💪🐅
POSITIVO,1329329825450901504-@rally2015ra Me solidarizo a todas esas familias que por el covid19 perdieron a sus seres queridos 🙏
POSITIVO,1395557829176565763-Hoy vacunaron a mis papás
NEUTRO,1410729123408801795-#MarcharemosPorVacunas  los jóvenes de la FNERRR saldrán a exigir un derecho!! https://t.co/U4FCUnr47s
NEUTRO,1364109750690934785-Sigue este enlace para ver nuestro catálogo en WhatsApp: https://t.co/zfjoc7NtHS #WhatsApp #QuedateEnCasa #Tendencias #TrabajoSiHay
NEGATIVO,1277037315702087682-@HLGatell Ya renuncie!! No le a “atinado” a nada!!
NEGATIVO,1340388311664263168-Ya mejor que me de el covid y me muera alv
NEGATIVO,1260789437199499272-Me pregunto: y que hace la @WHO ? Puras intervenciones de mal agüero! @HLGatell //Coronavirus podría no desaparecer jamás
NEGATIVO,1268639888972419075-@HLGatell Idces que ya se acabó la campaña de sana distancia que a mi punto de vista fue un fracaso total porque mucha gente le valió madre
NEGATIVO,1265705526010077184-#NoHayQuimio se necesita asegurar el medicamento para pacientes con cáncer.  Que sus esquemas sean completos y a tiempo. De lo contrario habría consecuencias en su salud
NEGATIVO,1425070974626631686-Menores saturan hospitales por Covidhttps://t.co/X6zcF2JEoo
NEGATIVO,"1258983293493616640-""¿Y a este pendejo mentiroso y autoritario es al que tanto defienden como el técnico en COVID-19?😳"""
NEGATIVO,1409669334390108172-@lopezdoriga @HLGatell Que cuando creemos que hemos visto la pendejada más grande de estos personajes
POSITIVO,1250000016338550784-@HLGatell @ernesto2000e FELICIDADES Y UN GRAN RECONOCIMIENTO A SU TRABAJO
NEUTRO,1394490030362607616-@JCarlos_Valerio @herrera_badillo ¿Y la vacunación para el magisterio
NEUTRO,1251293830130827267-Confirmen si no soy la única que se la pasa comprando por internet en esta cuarentena 🤦🏼‍♀️
NEUTRO,1306669002786254855-#QuedateEnClase 👨‍🏫🔛👨‍💻📍 Para reforzar tu biblioteca de consulta en educación a distancia y clases en línea 👉la App #ConalitegDigital 📲 de la @SEP_mx dispone para ti de un catálogo nacional de libros 📔📙📘📗📚#QuedateEnCasa #QuedateEnClase ✅ https://t.co/fEfN78o1jC
NEUTRO,1249360562410135553-Efecto #cuarentena. https://t.co/We8BlaYWe7
NEUTRO,1434352343458492418-@lopezdoriga Hace unas semanas íbamos en 25% con vacunación completa. ¿Cómo le hicieron?
NEUTRO,1245536387685744641-Hoy me preguntaron que por qué no pase mi cuarentena con Marco? 😂
NEUTRO,1320354740560035840-@Al_Ruiiz Buenos días 🌞 Ruíz . hoy si me quedé dormido. Los vecinos tenían fiesta .y la música a alto desnivel. Y se quedaron asta  en la madrugada. Haber si no hay consecuencias por la pandemia.
NEUTRO,1365866027083575296-@tultitlanEdoMex En realidad en este tiempo de pandemia los ayuntamientos y los conserjes al igual que los padres de familia deberían de estar dando mantenimiento a las escuelas aprovechando que están cerradas sin alumnos.Lo trágico será que cuando entren los alumnos suspendan clases para hacer
NEGATIVO,1368384189217730560-@Reforma @Claudiashein Y en un momento en que la Sociedad civil se siente cercada x la Pandemia
NEUTRO,1402836974025596932-@AssassainBombon @ElPoderdelaInfo @HLGatell Si...incluyanlo en el Combo de la Muerte....😁 https://t.co/G9SGy2TxpG
NEUTRO,1410793711219445761-Y sacan la 43… cuéntale perro cuantos por covid
POSITIVO,1420379531618172931-Iren mi foto de la bakunasion 😄#VacunaCOVID19  💉 https://t.co/IPQsDcWNAF
NEGATIVO,1312523893446332416-Yo también quiero que se vaya @lopezobrador_ pero juntar más de 100
POSITIVO,1284294321773191169-@Peperami16 Fer tal vez algún día haya una vacuna ...s fuerte si el pudo tu también 😉 https://t.co/GJanG3Xoa0
NEUTRO,1278376597477883907-#SNTEsalud ⚕️La #NuevaNormalidad con #SemaforoNaranja 🟠🚦 ha iniciado 👉La reapertura 🏪 es gradual
NEUTRO,1256671028719181824-@GuevaraRoy @RunningLife_ Totalmente de acuerdo
NEGATIVO,1293012111736463360-@la_grenitas @Reforma @El_Universal_Mx Pues queda claro que a usted no le importan las muertes que ha causado un virus
NEUTRO,1455985101888757761-@Gromit___ Mi padre murió de COVID sin previas comorbilidades hace un mes y mi madre se contagio con el y anda como si nada. Mis dos hermanos
NEUTRO,1424697988082016259-Empecemos a destiranizar la Pandemia
NEUTRO,1293431582972420097-El Autismo es un trastorno del neurodesarrollo. No existe una asociación entre las vacunas o algunos componentes de las mismas con el autismo. Excelente aclaración en la conferencia vespertina. Aquí el artículo al que se referían. 👇🏻 https://t.co/kTU44CIGzc
NEUTRO,1284560563280936966-A partir del 18 al 31 de julio te invitamos a ver Y compartir esta mini serie de audio reflexiones. Ayudanos compartiendo. Bendiciones #idp80pte #IDP #COGOP #DiosEsBueno #QuedateEnCasa https://t.co/OztcIMsNde
POSITIVO,1258993306358423557-Nammn Hahahha acabando la cuarentena seré poliglota
NEUTRO,1263166874726137862-Pandemias hace unos años 🤔 #pandemia2020 #CuarentenaExtendida https://t.co/Uu2yN94wT0
NEUTRO,"1262850158099922945-""Desde ese día el Covid-19 empezó a marcharse de la zona sagrada."""
NEGATIVO,1244936741376659456-Todo mundo diciendo #QuedateEnCasaYaPero si mi jefe no quiere?Que prosigueMe enfermo?? 🙄
POSITIVO,1263083722309603328-#BuenDía 20 de mayo 2020 🌸☀️#FelizMiércoles 😀  #MeLevantoConUva90punto5 🍇🎶 #QuédateEnCasa con mi música
NEUTRO,1252347800185999363-@monerorape Ya trae el virus en la papada
NEUTRO,1433388762122358784-Buenos días tuiteros... ya media transformación y México ya se ve distintos
NEUTRO,1292296174477737989-@bbcmundo @Grafocafe Les hablan @lopezobrador_ @HLGatell
POSITIVO,1251636190509330432-Sin duda esta cuarentena me ha hecho valorar mucho más la labor de la señora que nos ayuda con el aseo. Cada peso que nos cobra por su servicio está bien valuado.
NEGATIVO,1304617523955011584-Lo único que haces es contar fallecidos pinche #DoctorMuerte @HLGatell 💪💪💪💪💪💪💪👇
NEUTRO,1273244078151331840-@veneno85_ Prueba para covid 19
POSITIVO,1271461830834171905-La emoción de pasar a 3 grado de primaria !! Y así muchos niños en esta pandemia https://t.co/5uoR4LfZvU
POSITIVO,1380301162583261184-Hoy llevé a vacunar a mi Tío favorito y llegué bien feliz🥺💕 Hasta que mis otras tías se enteraron y empezaron a decir que solo los tontos y los que se quieren morir se vacunan🙂La estupidez y la ignorancia van de la mano
NEUTRO,1379539096226443264-My facebook email domain: @live.com.mx Me tocaba vacuna btw
NEUTRO,1268631733144035329-Esta cuarentena disfruta de un concierto totalmente en vivo
NEUTRO,"1353099355104882688-""Tienen miedo de que les pongan un """"chip"""" en la vacuna...Cuando el """"chip"""" que controla toda tu vida"
NEUTRO,1410257467544686594-Buenos Días @lopezobrador_ @HLGatell 🤬😠
NEGATIVO,"1321922050114621441-""Y así mientras no existan multas en #Puebla muchas personas como el de la foto podrá sin saberlo ser fuente de propagación de COVID-19 🦠🦠🦠🦠🦠 ¡Ah! Y con cerveza en mano siendo jueves por la tarde 🤦🏻‍♂️ https://t.co/nPJ663M5rO"""
NEGATIVO,1252232837241036801-Cuando se acabe la cuarentena jajaja voy a extrañar que todos estén aquí a fin de cuentas si esta muy feito estar solita toda la mañana 🥺
POSITIVO,1398684792170946564-Mi primer dosis de la vacuna Pfizer. 422 días después del primer lockdown. Estoy muy agradecido con la vida y con todos los que están haciendo esto posible: @PfizerMx @GobiernoMX @gobdgo @m_ebrard
NEUTRO,1289346024629133312-@Antor333 @liebano @Pajarindo @HLGatell @El_Universal_Mx Ridículo....
POSITIVO,1343789010368520192-Mi fuerza y solidaridad... con el covid
NEUTRO,1270687805551685632-@beltrandelrio De acuerdo a lo leído en periódicos de EUA
NEUTRO,1334152539613372416-¿Será que estamos ya muy cerca de tener la vacuna y terminar con esta pesadilla llamada #COVIDー19 ? ¿O será que es rentable para los políticos generar esa sensación?  @dk1250
